,position,title,place_id,data_id,data_cid,reviews_link,photos_link,gps_coordinates,place_id_search,rating,reviews,unclaimed_listing,type,address,open_state,hours,operating_hours,phone,website,service_options,thumbnail,price,description,user_review,Unnamed: 0.1,Unnamed: 0
19,20,Vilda restaurang,ChIJRxtR67zzT0YRByNwqNxwAwo,0x464ff3bceb511b47:0xa0370dca8702307,721544458330448647,https://serpapi.com/search.json?data_id=0x464ff3bceb511b47%3A0xa0370dca8702307&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3bceb511b47%3A0xa0370dca8702307&engine=google_maps_photos&hl=sv,"{'latitude': 57.699369, 'longitude': 11.9708071}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3bceb511b47%3A0xa0370dca8702307%218m2%213d57.699369%214d11.9708071&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,5.0,38.0,,Restaurang,"Vasagatan 40, 411 37 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'fredag': '17–00', 'lördag': '17–00', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': 'Stängt', 'onsdag': '17–00', 'torsdag': '17–00'}",,https://www.vildarestaurant.com/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipPovpQ_-yUT_O0lupYCFcXiCKkt75gvIO7YJrgH=w80-h100-k-no,,,,,
0,1,Källarkrogen,ChIJLTiyEWXzT0YRq0mEHSUpJFM,0x464ff36511b2382d:0x532429251d8449ab,5990958643695339947,https://serpapi.com/search.json?data_id=0x464ff36511b2382d%3A0x532429251d8449ab&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36511b2382d%3A0x532429251d8449ab&engine=google_maps_photos&hl=sv,"{'latitude': 57.7047543, 'longitude': 11.970840299999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36511b2382d%3A0x532429251d8449ab%218m2%213d57.7047543%214d11.970840299999999&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,3.8,917.0,True,Svensk restaurang,"Östra Larmgatan 20, 411 07 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'fredag': '11:30–22', 'lördag': '12–22', 'söndag': '12–20', 'måndag': '11:30–15', 'tisdag': '11:30–21', 'onsdag': '11:30–21', 'torsdag': '11:30–21'}",+46 31 711 85 40,https://www.kallarkrogen.net/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipNk5PskQKcyVB_5sb59upO4pgPbDb6Ytc7Vkgzg=w114-h92-k-no,$$,,,,
1,2,Vilda restaurang,ChIJRxtR67zzT0YRByNwqNxwAwo,0x464ff3bceb511b47:0xa0370dca8702307,721544458330448647,https://serpapi.com/search.json?data_id=0x464ff3bceb511b47%3A0xa0370dca8702307&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3bceb511b47%3A0xa0370dca8702307&engine=google_maps_photos&hl=sv,"{'latitude': 57.699369, 'longitude': 11.9708071}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3bceb511b47%3A0xa0370dca8702307%218m2%213d57.699369%214d11.9708071&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,5.0,38.0,,Restaurang,"Vasagatan 40, 411 37 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'fredag': '17–00', 'lördag': '17–00', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': 'Stängt', 'onsdag': '17–00', 'torsdag': '17–00'}",,https://www.vildarestaurant.com/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipPovpQ_-yUT_O0lupYCFcXiCKkt75gvIO7YJrgH=w80-h100-k-no,,,,,
2,3,Teatergatan Restaurang & Bar,ChIJNWGeSXDzT0YRQGKMScQEBu8,0x464ff370499e6135:0xef0604c4498c6240,17223459066019078720,https://serpapi.com/search.json?data_id=0x464ff370499e6135%3A0xef0604c4498c6240&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff370499e6135%3A0xef0604c4498c6240&engine=google_maps_photos&hl=sv,"{'latitude': 57.7002507, 'longitude': 11.9739658}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff370499e6135%3A0xef0604c4498c6240%218m2%213d57.7002507%214d11.9739658&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,3.8,138.0,True,Modern europeisk restaurang,"Teatergatan 20, 411 35 Göteborg, Sverige",Öppet ⋅ Stänger 03,Öppet ⋅ Stänger 03,"{'fredag': '17–03', 'lördag': '17–03', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': 'Stängt', 'onsdag': '17–01', 'torsdag': '17–01'}",+46 31 18 30 93,http://www.teatergatan.com/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOjXg2ipqKY4OCLpfYelLs042yBFIO9w9-ADqFL=w122-h92-k-no,,,,,
3,4,Sjöbaren Lorensberg,ChIJzWRQ4XDzT0YRvo61EbyECIM,0x464ff370e15064cd:0x830884bc11b58ebe,9441942562068074174,https://serpapi.com/search.json?data_id=0x464ff370e15064cd%3A0x830884bc11b58ebe&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff370e15064cd%3A0x830884bc11b58ebe&engine=google_maps_photos&hl=sv,"{'latitude': 57.6998076, 'longitude': 11.9774291}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff370e15064cd%3A0x830884bc11b58ebe%218m2%213d57.6998076%214d11.9774291&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.5,752.0,,Fisk- och skaldjursrestaurang,"Lorensbergsgatan 14, 411 36 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'fredag': '11–00', 'lördag': '16–00', 'söndag': 'Stängt', 'måndag': '11–15', 'tisdag': '11–23', 'onsdag': '11–23', 'torsdag': '11–23'}",+46 31 711 97 80,http://www.sjobaren.se/lorensberg/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipO2isK7Ud0oCVo6mtsd5iw4BadcQrL_bSRKRgpF=w163-h92-k-no,$$,,,,
4,5,Zozaki,ChIJ73ELt2TzT0YRqsbhyU5B4yw,0x464ff364b70b71ef:0x2ce3414ec9e1c6aa,3234500764032419498,https://serpapi.com/search.json?data_id=0x464ff364b70b71ef%3A0x2ce3414ec9e1c6aa&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff364b70b71ef%3A0x2ce3414ec9e1c6aa&engine=google_maps_photos&hl=sv,"{'latitude': 57.707011099999995, 'longitude': 11.9738306}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff364b70b71ef%3A0x2ce3414ec9e1c6aa%218m2%213d57.707011099999995%214d11.9738306&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.3,546.0,,Japansk restaurang,"Stora Nygatan 3, 411 08 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '11:30–23', 'lördag': '13–23', 'söndag': 'Stängt', 'måndag': '11:30–22', 'tisdag': '11:30–22', 'onsdag': '11:30–22', 'torsdag': '11:30–22'}",+46 31 15 15 96,https://zozaki.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipNqSFlKW9BbJZ2_9ZWk-NNjUtyWpP1UsWUmVS68=w163-h92-k-no,$$,,,,
5,6,Mossens Pizzeria Göteborg,ChIJCZlNBafzT0YR8A-Fnfa6zTo,0x464ff3a7054d9909:0x3acdbaf69d850ff0,4237248392792969200,https://serpapi.com/search.json?data_id=0x464ff3a7054d9909%3A0x3acdbaf69d850ff0&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3a7054d9909%3A0x3acdbaf69d850ff0&engine=google_maps_photos&hl=sv,"{'latitude': 57.6824741, 'longitude': 11.983898}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3a7054d9909%3A0x3acdbaf69d850ff0%218m2%213d57.6824741%214d11.983898&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.2,838.0,,Pizzeria,"Gibraltargatan 37, 412 79 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'fredag': '11–22', 'lördag': '11–22', 'söndag': '11–22', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22', 'torsdag': '11–22'}",+46 31 18 44 42,https://mossenspizzeria.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOtmpJrQTLUh9FE-u5MVxJM9Y8F8oZX9CR9bsUF=w163-h92-k-no,$,,,,
6,7,Eggers Restaurang,ChIJAQBwg2TzT0YRQRwmup5RuxU,0x464ff36483700001:0x15bb519eba261c41,1565935037611121729,https://serpapi.com/search.json?data_id=0x464ff36483700001%3A0x15bb519eba261c41&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36483700001%3A0x15bb519eba261c41&engine=google_maps_photos&hl=sv,"{'latitude': 57.707891599999996, 'longitude': 11.9719458}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36483700001%3A0x15bb519eba261c41%218m2%213d57.707891599999996%214d11.9719458&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,3.8,51.0,,Restaurang,"Drottningtorget 2 -4, 411 03 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'fredag': '11:30–00', 'lördag': '13–00', 'söndag': 'Stängt', 'måndag': '11:30–14', 'tisdag': '11:30–14', 'onsdag': '11:30–14', 'torsdag': '11:30–00'}",+46 31 333 44 44,https://www.hoteleggers.se/restaurang-bar/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNsGjkv6h4iuNGfsyGRqii43SUBovL0wS5ZJ9Va=w80-h106-k-no,,,,,
7,8,Restaurang VRÅ,ChIJCz4nVmPzT0YRgSmb1Nj0hV0,0x464ff36356273e0b:0x5d85f4d8d49b2981,6739061629546867073,https://serpapi.com/search.json?data_id=0x464ff36356273e0b%3A0x5d85f4d8d49b2981&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36356273e0b%3A0x5d85f4d8d49b2981&engine=google_maps_photos&hl=sv,"{'latitude': 57.7079934, 'longitude': 11.974568999999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36356273e0b%3A0x5d85f4d8d49b2981%218m2%213d57.7079934%214d11.974568999999999&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.4,274.0,,Restaurang,"Drottningtorget 10, 411 03 Göteborg, Sverige",Öppet ⋅ Stänger 22:30,Öppet ⋅ Stänger 22:30,"{'fredag': '17–22:30', 'lördag': '17–22:30', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '17–22:30', 'onsdag': '17–22:30', 'torsdag': '17–22:30'}",+46 31 61 90 60,http://www.restaurangvra.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNAZyLwB1loSprcDp2VCUiUyh6UIcwEPncillKn=w163-h92-k-no,,,,,
8,9,Berzelius Bar & Matsal,ChIJbSob5HbzT0YRuVnBbSEQfgM,0x464ff376e41b2a6d:0x37e10216dc159b9,251656364940679609,https://serpapi.com/search.json?data_id=0x464ff376e41b2a6d%3A0x37e10216dc159b9&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff376e41b2a6d%3A0x37e10216dc159b9&engine=google_maps_photos&hl=sv,"{'latitude': 57.698453199999996, 'longitude': 11.9825167}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff376e41b2a6d%3A0x37e10216dc159b9%218m2%213d57.698453199999996%214d11.9825167&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.1,1062.0,,Svensk restaurang,"Södra Vägen 20, 412 54 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'fredag': '11:30–00', 'lördag': '12–00', 'söndag': '12–22', 'måndag': '11:30–23', 'tisdag': '11:30–23', 'onsdag': '11:30–23', 'torsdag': '11:30–23'}",+46 31 16 00 30,http://www.berzeliusbar.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOs-jgfhwEDn9qGbsAgWKXqVH6FvM4hTrt9rWv3=w138-h92-k-no,$$,,,,
9,10,Somm,ChIJLyzp9nDzT0YRPuDseL5nu-s,0x464ff370f6e92c2f:0xebbb67be78ece03e,16986284487328194622,https://serpapi.com/search.json?data_id=0x464ff370f6e92c2f%3A0xebbb67be78ece03e&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff370f6e92c2f%3A0xebbb67be78ece03e&engine=google_maps_photos&hl=sv,"{'latitude': 57.7003786, 'longitude': 11.9766788}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff370f6e92c2f%3A0xebbb67be78ece03e%218m2%213d57.7003786%214d11.9766788&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.6,232.0,,Exklusiv restaurang,"Lorensbergsgatan 8, 411 36 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '17–23', 'lördag': '17–23', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': 'Stängt', 'onsdag': '18–22', 'torsdag': '18–22'}",+46 31 28 28 40,http://www.somm.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipPa9ASO0q_9QogakB4vedI3LJ0OuZxQcNH7rr-3=w137-h92-k-no,$$,"Populär lyxrestaurang med avsmakning. Säsongsbetonade specialiteter, avsmakningsmenyer och vin på välrenommerad fin restaurang.",,,
10,11,Le Comptoir Göteborg,ChIJUyDXXFbzT0YRCnOh1f6guEs,0x464ff3565cd72053:0x4bb8a0fed5a1730a,5456287964925621002,https://serpapi.com/search.json?data_id=0x464ff3565cd72053%3A0x4bb8a0fed5a1730a&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3565cd72053%3A0x4bb8a0fed5a1730a&engine=google_maps_photos&hl=sv,"{'latitude': 57.700162899999995, 'longitude': 11.974757199999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3565cd72053%3A0x4bb8a0fed5a1730a%218m2%213d57.700162899999995%214d11.974757199999999&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.7,411.0,,Fransk restaurang,"Kungsportsavenyen 21, 411 36 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '10–23', 'lördag': '10–23', 'söndag': '12–20', 'måndag': '16–22', 'tisdag': '10–22', 'onsdag': '10–22', 'torsdag': '10–22'}",+46 31 22 30 22,https://le-comptoir.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipPeZudO_BGd6lwQSyATYNk9J-zOnQRxVM3g6iQE=w92-h92-k-no,$$,,,,
11,12,TAVOLO,ChIJZ2cWFjPzT0YReqjXDlQ96hs,0x464ff33316166767:0x1bea3d540ed7a87a,2011487614809909370,https://serpapi.com/search.json?data_id=0x464ff33316166767%3A0x1bea3d540ed7a87a&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff33316166767%3A0x1bea3d540ed7a87a&engine=google_maps_photos&hl=sv,"{'latitude': 57.702682599999996, 'longitude': 11.962765899999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff33316166767%3A0x1bea3d540ed7a87a%218m2%213d57.702682599999996%214d11.962765899999999&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.1,1149.0,,Italiensk restaurang,"Magasinsgatan 19, 411 16 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'fredag': '16–01', 'lördag': '12–01', 'söndag': '17–23', 'måndag': '17–23', 'tisdag': '17–23', 'onsdag': '17–23', 'torsdag': '17–23'}",+46 31 787 98 09,https://tavolo.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipNkJTItKKT3paNRIYwcM7jwxAn-XoBm4fuGO3hP=w80-h106-k-no,$$$,"Italiensk mat i dramatisk miljö. Fin italiensk mat i restaurerat stall från 1800-talet med glastak, mosaik och en stor hästskulptur.",,,
12,13,Angelini Göteborg,ChIJa16ogjjzT0YRA9Qs0LdsBDc,0x464ff33882a85e6b:0x37046cb7d02cd403,3964413108720292867,https://serpapi.com/search.json?data_id=0x464ff33882a85e6b%3A0x37046cb7d02cd403&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff33882a85e6b%3A0x37046cb7d02cd403&engine=google_maps_photos&hl=sv,"{'latitude': 57.7080651, 'longitude': 11.971185199999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff33882a85e6b%3A0x37046cb7d02cd403%218m2%213d57.7080651%214d11.971185199999999&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,3.8,48.0,,Italiensk restaurang,"Nils Ericsonsgatan 23, 411 03 Göteborg, Sverige",Öppet,,,+46 31 61 71 10,https://ligula.se/angelini-goteborg/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOMVPT4YfpAh1YdpIHI7SROIpeel1G7wzmEHzH7=w138-h92-k-no,,,,,
13,14,Almedal restaurang och pizzeria,ChIJ1d0R97rzT0YRDf6y-VMjNF0,0x464ff3baf711ddd5:0x5d342353f9b2fe0d,6716031787894767117,https://serpapi.com/search.json?data_id=0x464ff3baf711ddd5%3A0x5d342353f9b2fe0d&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3baf711ddd5%3A0x5d342353f9b2fe0d&engine=google_maps_photos&hl=sv,"{'latitude': 57.678787099999994, 'longitude': 12.001551899999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3baf711ddd5%3A0x5d342353f9b2fe0d%218m2%213d57.678787099999994%214d12.001551899999999&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,3.3,175.0,,Pizzeria,"Ebbe Lieberathsgatan 18C, 412 65 Göteborg, Sverige",Öppet ⋅ Stänger 03,Öppet ⋅ Stänger 03,"{'fredag': '11–03', 'lördag': '12–03', 'söndag': '12–21', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21', 'torsdag': '11–21'}",+46 31 40 99 06,http://almedalrestaurang.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipOoRuglimPfxjqXJM1GfCiMe70rSedXcIa1J-dH=w122-h92-k-no,$$,,,,
14,15,meet,ChIJkWFDQXHzT0YREVITPVDaaQY,0x464ff37141436191:0x669da503d135211,462140474939101713,https://serpapi.com/search.json?data_id=0x464ff37141436191%3A0x669da503d135211&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff37141436191%3A0x669da503d135211&engine=google_maps_photos&hl=sv,"{'latitude': 57.6975403, 'longitude': 11.977685}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff37141436191%3A0x669da503d135211%218m2%213d57.6975403%214d11.977685&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.5,664.0,True,"Kötträtter, restaurang","Geijersgatan 12, 411 34 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'fredag': '17–01', 'lördag': '17–01', 'söndag': 'Stängt', 'måndag': '17–23:30', 'tisdag': '17–23:30', 'onsdag': '17–23:30', 'torsdag': '17–23:30'}",+46 31 18 05 50,http://www.restaurangmeet.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNNFQ4Q6NoID0Cd7jA7ktvqQzizE1w4_ZqN0Mxo=w199-h92-k-no,$$$,,,,
15,16,La Piccola Gondola,ChIJQUuIg2XzT0YRO-QS2SwyxJo,0x464ff36583884b41:0x9ac4322cd912e43b,11152093745478034491,https://serpapi.com/search.json?data_id=0x464ff36583884b41%3A0x9ac4322cd912e43b&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36583884b41%3A0x9ac4322cd912e43b&engine=google_maps_photos&hl=sv,"{'latitude': 57.7035333, 'longitude': 11.9683184}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36583884b41%3A0x9ac4322cd912e43b%218m2%213d57.7035333%214d11.9683184&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,3.7,577.0,,Restaurang,"Kungstorget 15, 411 10 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'fredag': '11:30–00', 'lördag': '12–00', 'söndag': '12–17', 'måndag': '11:30–22', 'tisdag': '11:30–22', 'onsdag': '11:30–22', 'torsdag': '11:30–22'}",+46 31 711 55 66,http://piccola.gondola.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipON_ph45soc8Hr3wly0uID66k9feVBuUE9rRQgG=w138-h92-k-no,$$,,,,
16,17,Norda,ChIJdQAYWGPzT0YRcw6quirUNwo,0x464ff36358180075:0xa37d42abaaa0e73,736290344083787379,https://serpapi.com/search.json?data_id=0x464ff36358180075%3A0xa37d42abaaa0e73&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36358180075%3A0xa37d42abaaa0e73&engine=google_maps_photos&hl=sv,"{'latitude': 57.7079775, 'longitude': 11.974586299999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36358180075%3A0xa37d42abaaa0e73%218m2%213d57.7079775%214d11.974586299999999&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.1,804.0,,Svensk restaurang,"Drottningtorget 10, 411 03 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'fredag': '11:30–14', 'lördag': '17–22', 'söndag': '17–22', 'måndag': '11:30–14', 'tisdag': '11:30–14', 'onsdag': '11:30–14', 'torsdag': '11:30–14'}",+46 31 61 90 60,http://restaurangnorda.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMKuYuTeR4XDgTP5fjr6K0nctLSjvUiFpSVZB08=w137-h92-k-no,$$$,,,,
17,18,Vapiano Kungsport,ChIJE5T9r2XzT0YRhHGvrwBQcos,0x464ff365affd9413:0x8b725000afaf7184,10048181682494730628,https://serpapi.com/search.json?data_id=0x464ff365affd9413%3A0x8b725000afaf7184&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff365affd9413%3A0x8b725000afaf7184&engine=google_maps_photos&hl=sv,"{'latitude': 57.705204699999996, 'longitude': 11.968476599999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff365affd9413%3A0x8b725000afaf7184%218m2%213d57.705204699999996%214d11.968476599999999&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,3.6,3047.0,,Italiensk restaurang,"Östra Hamngatan 35, 411 10 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '11–23', 'lördag': '11–23', 'söndag': '11–22', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22', 'torsdag': '11–22'}",+46 31 357 91 50,https://vapiano.se/restauranger/kungsport/?utm_source=Google&utm_medium=GMB&utm_campaign=vapiano_kungsport,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipMKe12fAWpRUdSzsbmetf4lSwwNDGRcaBUsdQTf=w163-h92-k-no,$$,Trivsam restaurang med pizza och färsk pasta. Informell restaurang med färska pastarätter som tillagas på beställning samt pizza och sallad.,,,
18,19,J.A. Pripps,ChIJLxoVhQzzT0YRC7c0h4_v16c,0x464ff30c85151a2f:0xa7d7ef8f8734b70b,12094398724054497035,https://serpapi.com/search.json?data_id=0x464ff30c85151a2f%3A0xa7d7ef8f8734b70b&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff30c85151a2f%3A0xa7d7ef8f8734b70b&engine=google_maps_photos&hl=sv,"{'latitude': 57.6888575, 'longitude': 11.9745893}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff30c85151a2f%3A0xa7d7ef8f8734b70b%218m2%213d57.6888575%214d11.9745893&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.3,314.0,,Bar,"Sven Hultins gata 4, 412 58 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '11–23', 'lördag': '15–22', 'söndag': 'Stängt', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22', 'torsdag': '11–22'}",+46 31 772 39 50,http://www.chalmerskonferens.se/restauranger/johanneberg/j-a-pripps-pub-cafe/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMcGpTfDQI5y1-Oa6jC9vFxEsrkzNj1ipw9b6ZD=w163-h92-k-no,$,,,,
19,20,Södra Larm Bar & Bistro,ChIJndJPuh7zT0YRH_SrRD8aZvw,0x464ff31eba4fd29d:0xfc661a3f44abf41f,18187253004219708447,https://serpapi.com/search.json?data_id=0x464ff31eba4fd29d%3A0xfc661a3f44abf41f&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff31eba4fd29d%3A0xfc661a3f44abf41f&engine=google_maps_photos&hl=sv,"{'latitude': 57.7030483, 'longitude': 11.965253299999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff31eba4fd29d%3A0xfc661a3f44abf41f%218m2%213d57.7030483%214d11.965253299999999&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.5,55.0,,Restaurang,"Södra Larmgatan 9, 411 16 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '06:30–23', 'lördag': '07:30–23', 'söndag': '07:30–11', 'måndag': '06:30–14:30', 'tisdag': '06:30–22', 'onsdag': '06:30–22', 'torsdag': '06:30–22'}",+46 31 13 86 16,https://www.hotelflora.se/sodralarm,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOxYc45UIlS4TuJzNnfei58VAdF2l3PdqyGw8Ht=w122-h92-k-no,,,,,
